1.000000 -1.000000 -9028.703533
1.000000 -0.897436 -9028.511423
1.000000 -0.794872 -9028.309130
1.000000 -0.692308 -9028.095902
1.000000 -0.589744 -9027.870918
1.000000 -0.487179 -9027.633281
1.000000 -0.384615 -9027.382012
1.000000 -0.282051 -9027.116037
1.000000 -0.179487 -9026.834184
1.000000 -0.076923 -9026.535163
1.000000 0.025641 -9026.217562
1.000000 0.128205 -9025.879826
1.000000 0.230769 -9025.520245
1.000000 0.333333 -9025.136938
1.000000 0.435897 -9024.727828
1.000000 0.538462 -9024.290627
1.000000 0.641026 -9023.822807
1.000000 0.743590 -9023.321573
1.000000 0.846154 -9022.783836
1.000000 0.948718 -9022.206180
1.000000 1.051282 -9021.584822
1.000000 1.153846 -9020.915575
1.000000 1.256410 -9020.193807
1.000000 1.358974 -9019.414391
1.000000 1.461538 -9018.571657
1.000000 1.564103 -9017.659346
1.000000 1.666667 -9016.670550
1.000000 1.769231 -9015.597670
1.000000 1.871795 -9014.432368
1.000000 1.974359 -9013.165526
1.000000 2.076923 -9011.787229
1.000000 2.179487 -9010.286762
1.000000 2.282051 -9008.652646
1.000000 2.384615 -9006.872723
1.000000 2.487179 -9004.934311
1.000000 2.589744 -9002.824458
1.000000 2.692308 -9000.530330
1.000000 2.794872 -8998.039779
1.000000 2.897436 -8995.342147
1.000000 3.000000 -8992.429383
2.256410 -1.000000 -9017.551772
2.256410 -0.897436 -9016.717921
2.256410 -0.794872 -9015.846326
2.256410 -0.692308 -9014.934416
2.256410 -0.589744 -9013.979418
2.256410 -0.487179 -9012.978335
2.256410 -0.384615 -9011.927936
2.256410 -0.282051 -9010.824727
2.256410 -0.179487 -9009.664930
2.256410 -0.076923 -9008.444463
2.256410 0.025641 -9007.158911
2.256410 0.128205 -9005.803499
2.256410 0.230769 -9004.373066
2.256410 0.333333 -9002.862036
2.256410 0.435897 -9001.264391
2.256410 0.538462 -8999.573645
2.256410 0.641026 -8997.782820
2.256410 0.743590 -8995.884428
2.256410 0.846154 -8993.870463
2.256410 0.948718 -8991.732402
2.256410 1.051282 -8989.461224
2.256410 1.153846 -8987.047457
2.256410 1.256410 -8984.481248
2.256410 1.358974 -8981.752489
2.256410 1.461538 -8978.850990
2.256410 1.564103 -8975.766731
2.256410 1.666667 -8972.490212
2.256410 1.769231 -8969.012921
2.256410 1.871795 -8965.327950
2.256410 1.974359 -8961.430806
2.256410 2.076923 -8957.320436
2.256410 2.179487 -8953.000523
2.256410 2.282051 -8948.481091
2.256410 2.384615 -8943.780463
2.256410 2.487179 -8938.927605
2.256410 2.589744 -8933.964905
2.256410 2.692308 -8928.951377
2.256410 2.794872 -8923.966311
2.256410 2.897436 -8919.113315
2.256410 3.000000 -8914.524679
3.512821 -1.000000 -9003.744459
3.512821 -0.897436 -9002.136196
3.512821 -0.794872 -9000.469896
3.512821 -0.692308 -8998.741750
3.512821 -0.589744 -8996.947714
3.512821 -0.487179 -8995.083493
3.512821 -0.384615 -8993.144524
3.512821 -0.282051 -8991.125958
3.512821 -0.179487 -8989.022641
3.512821 -0.076923 -8986.829103
3.512821 0.025641 -8984.539540
3.512821 0.128205 -8982.147814
3.512821 0.230769 -8979.647450
3.512821 0.333333 -8977.031644
3.512821 0.435897 -8974.293295
3.512821 0.538462 -8971.425047
3.512821 0.641026 -8968.419360
3.512821 0.743590 -8965.268618
3.512821 0.846154 -8961.965284
3.512821 0.948718 -8958.502104
3.512821 1.051282 -8954.872394
3.512821 1.153846 -8951.070408
3.512821 1.256410 -8947.091823
3.512821 1.358974 -8942.934348
3.512821 1.461538 -8938.598493
3.512821 1.564103 -8934.088514
3.512821 1.666667 -8929.413561
3.512821 1.769231 -8924.589047
3.512821 1.871795 -8919.638257
3.512821 1.974359 -8914.594208
3.512821 2.076923 -8909.501763
3.512821 2.179487 -8904.419983
3.512821 2.282051 -8899.424722
3.512821 2.384615 -8894.611399
3.512821 2.487179 -8890.097918
3.512821 2.589744 -8886.027656
3.512821 2.692308 -8882.572394
3.512821 2.794872 -8879.935095
3.512821 2.897436 -8878.352359
3.512821 3.000000 -8878.096467
4.769231 -1.000000 -8989.663969
4.769231 -0.897436 -8987.369946
4.769231 -0.794872 -8985.011694
4.769231 -0.692308 -8982.584721
4.769231 -0.589744 -8980.084360
4.769231 -0.487179 -8977.505751
4.769231 -0.384615 -8974.843829
4.769231 -0.282051 -8972.093309
4.769231 -0.179487 -8969.248689
4.769231 -0.076923 -8966.304258
4.769231 0.025641 -8963.254116
4.769231 0.128205 -8960.092216
4.769231 0.230769 -8956.812429
4.769231 0.333333 -8953.408641
4.769231 0.435897 -8949.874894
4.769231 0.538462 -8946.205571
4.769231 0.641026 -8942.395653
4.769231 0.743590 -8938.441048
4.769231 0.846154 -8934.339016
4.769231 0.948718 -8930.088705
4.769231 1.051282 -8925.691809
4.769231 1.153846 -8921.153374
4.769231 1.256410 -8916.482755
4.769231 1.358974 -8911.694748
4.769231 1.461538 -8906.810887
4.769231 1.564103 -8901.860920
4.769231 1.666667 -8896.884444
4.769231 1.769231 -8891.932710
4.769231 1.871795 -8887.070547
4.769231 1.974359 -8882.378416
4.769231 2.076923 -8877.954538
4.769231 2.179487 -8873.917072
4.769231 2.282051 -8870.406287
4.769231 2.384615 -8867.586650
4.769231 2.487179 -8865.648757
4.769231 2.589744 -8864.811001
4.769231 2.692308 -8865.320906
4.769231 2.794872 -8867.456095
4.769231 2.897436 -8871.524903
4.769231 3.000000 -8877.866752
6.025641 -1.000000 -8976.396140
6.025641 -0.897436 -8973.570717
6.025641 -0.794872 -8970.684440
6.025641 -0.692308 -8967.732331
6.025641 -0.589744 -8964.709321
6.025641 -0.487179 -8961.610237
6.025641 -0.384615 -8958.429794
6.025641 -0.282051 -8955.162604
6.025641 -0.179487 -8951.803208
6.025641 -0.076923 -8948.346127
6.025641 0.025641 -8944.785955
6.025641 0.128205 -8941.117478
6.025641 0.230769 -8937.335860
6.025641 0.333333 -8933.436870
6.025641 0.435897 -8929.417197
6.025641 0.538462 -8925.274846
6.025641 0.641026 -8921.009627
6.025641 0.743590 -8916.623760
6.025641 0.846154 -8912.122609
6.025641 0.948718 -8907.515536
6.025641 1.051282 -8902.816895
6.025641 1.153846 -8898.047169
6.025641 1.256410 -8893.234220
6.025641 1.358974 -8888.414669
6.025641 1.461538 -8883.635370
6.025641 1.564103 -8878.954968
6.025641 1.666667 -8874.445521
6.025641 1.769231 -8870.194162
6.025641 1.871795 -8866.304794
6.025641 1.974359 -8862.899776
6.025641 2.076923 -8860.121578
6.025641 2.179487 -8858.134351
