1.000000 -1.000000 -9758.883837
1.000000 -0.897436 -9758.855254
1.000000 -0.794872 -9758.824422
1.000000 -0.692308 -9758.791145
1.000000 -0.589744 -9758.755205
1.000000 -0.487179 -9758.716363
1.000000 -0.384615 -9758.674352
1.000000 -0.282051 -9758.628877
1.000000 -0.179487 -9758.579611
1.000000 -0.076923 -9758.526188
1.000000 0.025641 -9758.468205
1.000000 0.128205 -9758.405207
1.000000 0.230769 -9758.336690
1.000000 0.333333 -9758.262088
1.000000 0.435897 -9758.180767
1.000000 0.538462 -9758.092016
1.000000 0.641026 -9757.995036
1.000000 0.743590 -9757.888928
1.000000 0.846154 -9757.772677
1.000000 0.948718 -9757.645138
1.000000 1.051282 -9757.505016
1.000000 1.153846 -9757.350844
1.000000 1.256410 -9757.180958
1.000000 1.358974 -9756.993466
1.000000 1.461538 -9756.786220
1.000000 1.564103 -9756.556767
1.000000 1.666667 -9756.302314
1.000000 1.769231 -9756.019669
1.000000 1.871795 -9755.705184
1.000000 1.974359 -9755.354685
1.000000 2.076923 -9754.963395
1.000000 2.179487 -9754.525843
1.000000 2.282051 -9754.035763
1.000000 2.384615 -9753.485985
1.000000 2.487179 -9752.868308
1.000000 2.589744 -9752.173370
1.000000 2.692308 -9751.390509
1.000000 2.794872 -9750.507627
1.000000 2.897436 -9749.511067
1.000000 3.000000 -9748.385516
2.256410 -1.000000 -9755.594711
2.256410 -0.897436 -9755.455080
2.256410 -0.794872 -9755.304934
2.256410 -0.692308 -9755.143404
2.256410 -0.589744 -9754.969531
2.256410 -0.487179 -9754.782264
2.256410 -0.384615 -9754.580446
2.256410 -0.282051 -9754.362802
2.256410 -0.179487 -9754.127923
2.256410 -0.076923 -9753.874258
2.256410 0.025641 -9753.600090
2.256410 0.128205 -9753.303518
2.256410 0.230769 -9752.982442
2.256410 0.333333 -9752.634529
2.256410 0.435897 -9752.257195
2.256410 0.538462 -9751.847572
2.256410 0.641026 -9751.402475
2.256410 0.743590 -9750.918364
2.256410 0.846154 -9750.391309
2.256410 0.948718 -9749.816941
2.256410 1.051282 -9749.190406
2.256410 1.153846 -9748.506317
2.256410 1.256410 -9747.758695
2.256410 1.358974 -9746.940918
2.256410 1.461538 -9746.045663
2.256410 1.564103 -9745.064852
2.256410 1.666667 -9743.989605
2.256410 1.769231 -9742.810202
2.256410 1.871795 -9741.516064
2.256410 1.974359 -9740.095764
2.256410 2.076923 -9738.537074
2.256410 2.179487 -9736.827081
2.256410 2.282051 -9734.952383
2.256410 2.384615 -9732.899406
2.256410 2.487179 -9730.654884
2.256410 2.589744 -9728.206564
2.256410 2.692308 -9725.544201
2.256410 2.794872 -9722.660947
2.256410 2.897436 -9719.555252
2.256410 3.000000 -9716.233407
3.512821 -1.000000 -9751.385375
3.512821 -0.897436 -9751.067783
3.512821 -0.794872 -9750.727910
3.512821 -0.692308 -9750.364072
3.512821 -0.589744 -9749.974434
3.512821 -0.487179 -9749.556997
3.512821 -0.384615 -9749.109581
3.512821 -0.282051 -9748.629808
3.512821 -0.179487 -9748.115080
3.512821 -0.076923 -9747.562560
3.512821 0.025641 -9746.969150
3.512821 0.128205 -9746.331460
3.512821 0.230769 -9745.645792
3.512821 0.333333 -9744.908101
3.512821 0.435897 -9744.113974
